Wall time,Step,Value
1531472767.780865,0,2.3114469051361084
1531472767.8015969,1,2.204838991165161
1531472767.817111,2,2.1239452362060547
1531472767.837688,3,2.0751352310180664
1531472767.863605,4,1.9937433004379272
1531472767.887539,5,1.856123924255371
1531472767.907517,6,1.7157052755355835
1531472767.929748,7,1.5956597328186035
1531472767.947544,8,1.536678671836853
1531472767.965659,9,1.4752994775772095
1531472767.9833732,10,1.361539363861084
1531472768.0020192,11,1.2511444091796875
1531472768.0199208,12,1.2095057964324951
1531472768.048973,13,1.2513155937194824
1531472768.065595,14,1.0789735317230225
1531472768.0827441,15,0.8984092473983765
1531472768.101058,16,0.9895177483558655
1531472768.122096,17,0.9679194092750549
1531472768.136947,18,0.8148596286773682
1531472768.155267,19,0.8170433044433594
1531472768.173065,20,0.8153625726699829
1531472768.190777,21,0.7505831122398376
1531472768.2093298,22,0.7389538288116455
1531472768.2267299,23,0.8043436408042908
1531472768.244551,24,0.6986984014511108
1531472768.261955,25,0.7623476982116699
1531472768.279785,26,0.5266727209091187
1531472768.297083,27,0.6807591319084167
1531472768.314903,28,0.5317503213882446
1531472768.336715,29,0.5910412073135376
1531472768.3560488,30,0.4766201078891754
1531472768.376308,31,0.5298534035682678
1531472768.394871,32,0.3865219056606293
1531472768.411156,33,0.4913150370121002
1531472768.429554,34,0.4771362245082855
1531472768.4468648,35,0.5463974475860596
1531472768.464735,36,0.6307281255722046
1531472768.482624,37,0.5094645023345947
1531472768.500612,38,0.4971444606781006
1531472768.518326,39,0.47258925437927246
1531472768.536784,40,0.5237118601799011
1531472768.557941,41,0.5346618294715881
1531472768.577949,42,0.4770543575286865
1531472768.602386,43,0.4079954922199249
1531472768.6256151,44,0.5414518713951111
1531472768.662863,45,0.5437743663787842
1531472768.693551,46,0.5224401354789734
1531472768.736902,47,0.37603846192359924
1531472768.765575,48,0.4531349241733551
1531472768.793427,49,0.33970630168914795
1531472768.8214378,50,0.6794334650039673
1531472768.844678,51,0.3541112542152405
1531472768.870014,52,0.37982478737831116
1531472768.895186,53,0.33931952714920044
1531472768.9227362,54,0.5092537999153137
1531472768.969346,55,0.3852873742580414
1531472769.004162,56,0.46330565214157104
1531472769.042239,57,0.3934163749217987
1531472769.0675871,58,0.4526180922985077
1531472769.111458,59,0.50607830286026
1531472769.1336288,60,0.560703694820404
1531472769.15786,61,0.3064742982387543
1531472769.1765602,62,0.5070712566375732
1531472769.191968,63,0.3928767442703247
1531472769.209576,64,0.41076144576072693
1531472769.2403631,65,0.3761398196220398
1531472769.2629461,66,0.4230175018310547
1531472769.287665,67,0.4567449688911438
1531472769.30545,68,0.3639756441116333
1531472769.3260999,69,0.3284384608268738
1531472769.346565,70,0.3999346196651459
1531472769.3655272,71,0.4199875593185425
1531472769.3848262,72,0.42294448614120483
1531472769.405304,73,0.4133649170398712
1531472769.423119,74,0.41316378116607666
1531472769.4432719,75,0.5490817427635193
1531472769.460927,76,0.4730517268180847
1531472769.47955,77,0.37272369861602783
1531472769.497758,78,0.23217421770095825
1531472769.515501,79,0.27069079875946045
1531472769.534938,80,0.342312216758728
1531472769.552371,81,0.34542080760002136
1531472769.569612,82,0.3626254200935364
1531472769.5881522,83,0.2842482328414917
1531472769.606143,84,0.46231216192245483
1531472769.6233768,85,0.4152650535106659
1531472769.6419861,86,0.37944144010543823
1531472769.661281,87,0.448169469833374
1531472769.681548,88,0.40324944257736206
1531472769.700895,89,0.24583700299263
1531472769.719388,90,0.2915482521057129
1531472769.736004,91,0.34627586603164673
1531472769.754699,92,0.34987685084342957
1531472769.773993,93,0.3674929738044739
1531472769.79331,94,0.40942010283470154
1531472769.80812,95,0.3963049352169037
1531472769.825196,96,0.18064826726913452
1531472769.842071,97,0.27048784494400024
1531472769.859218,98,0.4063898026943207
1531472769.876481,99,0.3975391089916229
1531472777.850333,100,0.22415132820606232
1531472777.862868,101,0.15360184013843536
1531472777.874526,102,0.20955915749073029
1531472777.8871849,103,0.13195966184139252
1531472777.901363,104,0.1424497663974762
1531472777.9162502,105,0.11915374547243118
1531472777.9311512,106,0.10965786874294281
1531472777.94611,107,0.1053880974650383
1531472777.960819,108,0.22434736788272858
1531472777.977464,109,0.10903573781251907
1531472777.9925098,110,0.1962997317314148
1531472778.0079129,111,0.21525819599628448
1531472778.0227358,112,0.12076885253190994
1531472778.0374641,113,0.17389534413814545
1531472778.05307,114,0.1389390081167221
1531472778.068181,115,0.09301663190126419
1531472778.08305,116,0.07824316620826721
1531472778.098115,117,0.06255865842103958
1531472778.1131892,118,0.15124672651290894
1531472778.128978,119,0.17530159652233124
1531472778.1435158,120,0.1383412927389145
1531472778.1585422,121,0.2132989913225174
1531472778.1734378,122,0.09535342454910278
1531472778.188624,123,0.18500417470932007
1531472778.203495,124,0.09963371604681015
1531472778.2183838,125,0.0991385281085968
1531472778.232951,126,0.2158406674861908
1531472778.248075,127,0.14412358403205872
1531472778.262889,128,0.06777207553386688
1531472778.27805,129,0.09485779702663422
1531472778.292427,130,0.13530205190181732
1531472778.3086588,131,0.1692671775817871
1531472778.3232791,132,0.0891784131526947
1531472778.337643,133,0.12105564028024673
1531472778.3520792,134,0.11832105368375778
1531472778.365375,135,0.05299549177289009
1531472778.380946,136,0.04914515092968941
1531472778.393549,137,0.08265860378742218
1531472778.410636,138,0.11044186353683472
1531472778.4257002,139,0.17505435645580292
1531472778.43855,140,0.12333159148693085
1531472778.452686,141,0.1347777247428894
1531472778.471154,142,0.1252356469631195
1531472778.486347,143,0.12329812347888947
1531472778.500841,144,0.14471565186977386
1531472778.515233,145,0.24568632245063782
1531472778.5284202,146,0.09290890395641327
1531472778.543603,147,0.12092897295951843
1531472778.559179,148,0.25258076190948486
1531472778.571167,149,0.16353251039981842
1531472778.5889542,150,0.10377178341150284
1531472778.606188,151,0.06909100711345673
1531472778.623523,152,0.15007370710372925
1531472778.6406882,153,0.09100985527038574
1531472778.657706,154,0.10803470015525818
1531472778.674676,155,0.07991040498018265
1531472778.691392,156,0.07577431946992874
1531472778.7112808,157,0.11669059097766876
1531472778.724162,158,0.16498039662837982
1531472778.741506,159,0.160257488489151
1531472778.755661,160,0.21814753115177155
1531472778.772152,161,0.17547285556793213
1531472778.787647,162,0.07646341621875763
1531472778.8021262,163,0.14707548916339874
1531472778.8174038,164,0.09389202296733856
1531472778.83514,165,0.14642870426177979
1531472778.850949,166,0.08944088965654373
1531472778.8642612,167,0.14602777361869812
1531472778.877833,168,0.04021855816245079
1531472778.894345,169,0.14573480188846588
1531472778.910401,170,0.10155368596315384
1531472778.928603,171,0.11375998705625534
1531472778.946146,172,0.2403082251548767
1531472778.96175,173,0.1609441339969635
1531472778.980953,174,0.23203569650650024
1531472779.002938,175,0.170188769698143
1531472779.023232,176,0.03200232610106468
1531472779.040767,177,0.18001937866210938
1531472779.057316,178,0.09634567052125931
1531472779.075836,179,0.1557043045759201
1531472779.092617,180,0.10432131588459015
1531472779.108184,181,0.07925578951835632
1531472779.126111,182,0.12218917161226273
1531472779.144035,183,0.12149433046579361
1531472779.161663,184,0.10919611901044846
1531472779.178182,185,0.09915091842412949
1531472779.196123,186,0.2213134765625
1531472779.213897,187,0.13063977658748627
1531472779.230891,188,0.21680091321468353
1531472779.248576,189,0.10062763839960098
1531472779.266593,190,0.20218461751937866
1531472779.2829509,191,0.1548837423324585
1531472779.3009112,192,0.12101869285106659
1531472779.317965,193,0.134036123752594
1531472779.3353112,194,0.178053081035614
1531472779.3521512,195,0.1060052141547203
1531472779.370199,196,0.13697458803653717
1531472779.387558,197,0.08001614362001419
1531472779.40498,198,0.0688866525888443
1531472779.423023,199,0.14469650387763977
1531472787.397994,200,0.057632990181446075
1531472787.411983,201,0.13197100162506104
1531472787.42511,202,0.1051754280924797
1531472787.438721,203,0.08195763826370239
1531472787.4516852,204,0.19479382038116455
1531472787.464725,205,0.050272464752197266
1531472787.4800751,206,0.06933906674385071
1531472787.494835,207,0.06645772606134415
1531472787.50993,208,0.09050213545560837
1531472787.525316,209,0.1117604449391365
1531472787.5405738,210,0.0667400136590004
1531472787.555845,211,0.06895509362220764
1531472787.5712562,212,0.04789814352989197
1531472787.586261,213,0.06274038553237915
1531472787.601374,214,0.055350203067064285
1531472787.616431,215,0.05346149578690529
1531472787.631434,216,0.051427312195301056
1531472787.646632,217,0.029062286019325256
1531472787.661373,218,0.0741218775510788
1531472787.6762319,219,0.14030487835407257
1531472787.691078,220,0.08908995985984802
1531472787.705921,221,0.07029631733894348
1531472787.723184,222,0.04941759258508682
1531472787.739368,223,0.11118990927934647
1531472787.754862,224,0.11709512770175934
1531472787.7696419,225,0.06067003309726715
1531472787.785121,226,0.05543706938624382
1531472787.799993,227,0.04997912794351578
1531472787.814698,228,0.0860251784324646
1531472787.829757,229,0.15305127203464508
1531472787.844599,230,0.020893771201372147
1531472787.859225,231,0.11342280358076096
1531472787.8745658,232,0.07657857984304428
1531472787.889535,233,0.06804118305444717
1531472787.904788,234,0.06383726000785828
1531472787.920712,235,0.13655036687850952
1531472787.935542,236,0.10646284371614456
1531472787.9510489,237,0.05056435614824295
1531472787.966114,238,0.14193488657474518
1531472787.9812028,239,0.040540263056755066
1531472787.996011,240,0.06219293549656868
1531472788.0110579,241,0.034171413630247116
1531472788.0262022,242,0.08796537667512894
1531472788.041785,243,0.028131287544965744
1531472788.057794,244,0.04175436124205589
1531472788.072748,245,0.05878649279475212
1531472788.0876522,246,0.16071540117263794
1531472788.1025448,247,0.07673488557338715
1531472788.117611,248,0.04027314484119415
1531472788.132571,249,0.1149645745754242
1531472788.148396,250,0.0573364682495594
1531472788.16366,251,0.026050979271531105
1531472788.178442,252,0.11917103081941605
1531472788.193255,253,0.12300211191177368
1531472788.207757,254,0.09096035361289978
1531472788.222909,255,0.042808856815099716
1531472788.237717,256,0.01739547960460186
1531472788.252934,257,0.05075785517692566
1531472788.267746,258,0.06973998993635178
1531472788.282783,259,0.05442970246076584
1531472788.2977579,260,0.05494445934891701
1531472788.312474,261,0.05929512903094292
1531472788.327743,262,0.05244995281100273
1531472788.3430011,263,0.0391666479408741
1531472788.357833,264,0.1583610475063324
1531472788.372685,265,0.12556689977645874
1531472788.387709,266,0.06076178699731827
1531472788.402505,267,0.05685760825872421
1531472788.417203,268,0.048135802149772644
1531472788.432276,269,0.07253281772136688
1531472788.446969,270,0.08947048336267471
1531472788.461714,271,0.060903239995241165
1531472788.476429,272,0.04541241005063057
1531472788.491304,273,0.0220005065202713
1531472788.506243,274,0.06653706729412079
1531472788.521118,275,0.056156519800424576
1531472788.53581,276,0.053505588322877884
1531472788.550933,277,0.04280933737754822
1531472788.567925,278,0.03049909882247448
1531472788.584408,279,0.07294362038373947
1531472788.6009831,280,0.049607470631599426
1531472788.61778,281,0.0492062084376812
1531472788.635318,282,0.06805767118930817
1531472788.651278,283,0.04638190194964409
1531472788.668255,284,0.12073168903589249
1531472788.685329,285,0.04912436380982399
1531472788.70303,286,0.04412292316555977
1531472788.72059,287,0.06289692968130112
1531472788.738005,288,0.04406106844544411
1531472788.7561228,289,0.0643450915813446
1531472788.771683,290,0.052071548998355865
1531472788.787484,291,0.12127245217561722
1531472788.8009212,292,0.10330557823181152
1531472788.8168142,293,0.09260876476764679
1531472788.830915,294,0.05870417132973671
1531472788.845053,295,0.05607636272907257
1531472788.860106,296,0.21028448641300201
1531472788.8766122,297,0.04367906227707863
1531472788.89286,298,0.12315811961889267
1531472788.906415,299,0.03916037827730179
1531472796.8964832,300,0.11610347032546997
1531472796.914127,301,0.03345616161823273
1531472796.930957,302,0.11902748793363571
1531472796.948477,303,0.017730455845594406
1531472796.96793,304,0.038520436733961105
1531472796.9840682,305,0.038611866533756256
1531472797.000366,306,0.05193942040205002
1531472797.0164711,307,0.03728780895471573
1531472797.0311308,308,0.10710161924362183
1531472797.046219,309,0.0810735821723938
1531472797.0615602,310,0.09288673102855682
1531472797.07683,311,0.03761327266693115
1531472797.0925372,312,0.029470525681972504
1531472797.107758,313,0.051195308566093445
1531472797.123258,314,0.028745271265506744
1531472797.1383739,315,0.04888538271188736
1531472797.1534238,316,0.05097116529941559
1531472797.1692538,317,0.02739841490983963
1531472797.184442,318,0.02321392484009266
1531472797.199531,319,0.09932195395231247
1531472797.2146828,320,0.031046593561768532
1531472797.230113,321,0.02357686683535576
1531472797.245271,322,0.10139605402946472
1531472797.260204,323,0.018986552953720093
1531472797.275008,324,0.08106305450201035
1531472797.289941,325,0.07881709188222885
1531472797.3048499,326,0.026472346857190132
1531472797.3199732,327,0.030732452869415283
1531472797.3348181,328,0.053421635180711746
1531472797.3502588,329,0.03092489019036293
1531472797.3653939,330,0.026981286704540253
1531472797.3804128,331,0.041659850627183914
1531472797.3953888,332,0.04900852218270302
1531472797.410339,333,0.06905417144298553
1531472797.425183,334,0.04922175779938698
1531472797.4402628,335,0.012130609713494778
1531472797.4552178,336,0.015217900276184082
1531472797.47021,337,0.10449919104576111
1531472797.48493,338,0.015341817401349545
1531472797.4999208,339,0.05419962853193283
1531472797.514851,340,0.04563160985708237
1531472797.529577,341,0.06575357913970947
1531472797.546675,342,0.03997788578271866
1531472797.5610838,343,0.02824500948190689
1531472797.576152,344,0.03011450543999672
1531472797.590225,345,0.04524117335677147
1531472797.605624,346,0.01898266188800335
1531472797.620654,347,0.04810714349150658
1531472797.6345,348,0.0807691216468811
1531472797.648281,349,0.024288611486554146
1531472797.663647,350,0.06302759796380997
1531472797.6792371,351,0.15923650562763214
1531472797.6954648,352,0.03545817360281944
1531472797.713581,353,0.026110749691724777
1531472797.728308,354,0.051413699984550476
1531472797.7468631,355,0.03928705304861069
1531472797.765194,356,0.0165493693202734
1531472797.7796962,357,0.11134117841720581
1531472797.79835,358,0.09141696989536285
1531472797.814888,359,0.031582605093717575
1531472797.832774,360,0.017501097172498703
1531472797.849746,361,0.050053682178258896
1531472797.8663979,362,0.06113084778189659
1531472797.882533,363,0.027442090213298798
1531472797.8989499,364,0.09674616903066635
1531472797.918754,365,0.10459072142839432
1531472797.9335942,366,0.031226269900798798
1531472797.950402,367,0.03948242589831352
1531472797.965067,368,0.024676773697137833
1531472797.979382,369,0.028457652777433395
1531472797.9940321,370,0.035998087376356125
1531472798.0081332,371,0.043614551424980164
1531472798.022954,372,0.09723570197820663
1531472798.036115,373,0.05072923004627228
1531472798.052226,374,0.052891749888658524
1531472798.067598,375,0.05482048541307449
1531472798.082915,376,0.030899126082658768
1531472798.099373,377,0.08558610826730728
1531472798.114212,378,0.07291322946548462
1531472798.1282392,379,0.0674324780702591
1531472798.144223,380,0.07200270146131516
1531472798.157804,381,0.039928585290908813
1531472798.173915,382,0.031081395223736763
1531472798.188707,383,0.03713073581457138
1531472798.203261,384,0.06177947670221329
1531472798.2172532,385,0.08725426346063614
1531472798.2324748,386,0.02267395704984665
1531472798.246,387,0.053473100066185
1531472798.262031,388,0.07026702165603638
1531472798.2756832,389,0.1581195890903473
1531472798.29098,390,0.03602327033877373
1531472798.307241,391,0.04288212209939957
1531472798.3272269,392,0.07522808015346527
1531472798.349011,393,0.07607537508010864
1531472798.367423,394,0.0223341416567564
1531472798.384681,395,0.12059974670410156
1531472798.401591,396,0.09801959991455078
1531472798.4184709,397,0.05678360536694527
1531472798.43699,398,0.058699388056993484
1531472798.454249,399,0.03731636703014374
1531472806.525713,400,0.0269806869328022
1531472806.540033,401,0.041124653071165085
1531472806.5536342,402,0.02458103932440281
1531472806.5671942,403,0.06157081946730614
1531472806.581337,404,0.024268846958875656
1531472806.595645,405,0.017598632723093033
1531472806.610112,406,0.025960810482501984
1531472806.623487,407,0.010525412857532501
1531472806.6364732,408,0.021129963919520378
1531472806.653125,409,0.028812304139137268
1531472806.6673942,410,0.023930799216032028
1531472806.6819,411,0.02562708780169487
1531472806.695926,412,0.057470716536045074
1531472806.710222,413,0.017137665301561356
1531472806.7262578,414,0.011586069129407406
1531472806.744355,415,0.018404558300971985
1531472806.7626188,416,0.04932035505771637
